White mace
2015,05,29,600,600,0
2015,05,30,600,600,0
2015,05,31,600,600,0
2015,06,01,600,600,0
2015,06,02,600,600,0
2015,06,03,600,600,0
2015,06,04,600,600,0
2015,06,05,600,600,0
2015,06,06,600,600,0
2015,06,07,600,600,0
2015,06,08,600,600,0
2015,06,09,600,600,0
2015,06,10,600,600,0
2015,06,11,600,600,0
2015,06,12,600,600,0
2015,06,13,600,600,0
2015,06,14,600,600,0
2015,06,15,600,600,0
2015,06,16,600,600,0
2015,06,17,600,600,0
2015,06,18,600,600,0
2015,06,19,600,600,0
2015,06,20,600,600,0
2015,06,21,600,600,0
2015,06,22,600,600,0
2015,06,23,600,600,0
2015,06,24,600,600,0
2015,06,25,600,600,0
2015,06,26,600,600,0
2015,06,27,600,600,0
2015,06,28,600,600,0
2015,06,29,600,600,0
2015,06,30,600,600,0
2015,07,01,600,600,0
2015,07,02,600,600,0
2015,07,03,600,600,0
2015,07,04,600,600,0
2015,07,05,600,600,0
2015,07,06,600,600,0
2015,07,07,600,600,0
2015,07,08,600,600,0
2015,07,09,600,600,0
2015,07,10,600,600,0
2015,07,11,600,600,0
2015,07,12,600,600,0
2015,07,13,600,600,0
2015,07,14,600,600,0
2015,07,15,600,600,0
2015,07,16,600,600,0
2015,07,17,600,600,0
2015,07,18,600,600,0
2015,07,19,600,600,0
2015,07,20,600,600,0
2015,07,21,600,600,0
2015,07,22,600,600,0
2015,07,23,600,600,0
2015,07,24,600,600,0
2015,07,25,600,600,0
2015,07,26,600,600,0
2015,07,27,600,600,0
2015,07,28,600,600,0
2015,07,29,600,600,0
2015,07,30,600,600,0
2015,07,31,600,600,0
2015,08,01,600,600,0
2015,08,02,600,600,0
2015,08,03,600,600,0
2015,08,04,600,600,0
2015,08,05,600,600,0
2015,08,06,600,600,1
2015,08,07,600,600,0
2015,08,08,600,600,0
2015,08,09,600,600,0
2015,08,10,600,600,0
2015,08,11,600,600,0
2015,08,12,600,600,0
2015,08,13,600,600,0
2015,08,14,600,600,0
2015,08,15,600,600,0
2015,08,16,600,600,0
2015,08,17,600,600,0
2015,08,18,600,600,1
2015,08,19,600,600,0
2015,08,20,600,600,0
2015,08,21,600,600,0
2015,08,22,600,600,0
2015,08,23,600,600,0
2015,08,24,600,600,0
2015,08,25,600,600,0
2015,08,26,600,600,0
2015,08,27,600,600,0
2015,08,28,600,600,0
2015,08,29,600,600,0
2015,08,30,600,600,0
2015,08,31,600,600,0
2015,09,01,600,600,0
2015,09,02,600,600,0
2015,09,03,600,600,0
2015,09,04,600,600,0
2015,09,05,600,600,0
2015,09,06,600,600,0
2015,09,07,600,600,0
2015,09,08,600,600,0
2015,09,09,600,600,0
2015,09,10,600,600,0
2015,09,11,600,600,0
2015,09,12,600,600,41
2015,09,13,600,600,0
2015,09,14,600,600,2
2015,09,15,600,600,17
2015,09,16,600,600,0
2015,09,17,600,600,0
2015,09,18,600,600,0
2015,09,19,600,600,0
2015,09,20,600,600,0
2015,09,21,600,600,0
2015,09,22,600,600,1
2015,09,23,600,600,0
2015,09,24,600,600,0
2015,09,25,600,600,0
2015,09,26,600,600,0
2015,09,27,600,600,0
2015,09,28,600,600,0
2015,09,29,600,600,0
2015,09,30,600,600,0
2015,10,01,600,600,0
2015,10,02,600,600,0
2015,10,03,600,600,0
2015,10,04,600,600,0
2015,10,05,600,600,0
2015,10,06,600,600,0
2015,10,07,600,600,0
2015,10,08,600,600,0
2015,10,09,600,600,0
2015,10,10,600,600,0
2015,10,11,600,600,0
2015,10,12,600,600,0
2015,10,13,600,600,0
2015,10,14,600,600,0
2015,10,15,600,600,0
2015,10,16,600,600,0
2015,10,17,600,600,0
2015,10,18,600,600,0
2015,10,19,600,600,0
2015,10,20,600,600,0
2015,10,21,600,600,0
2015,10,22,600,600,0
2015,10,23,600,600,0
2015,10,24,600,600,0
2015,10,25,600,600,1
2015,10,26,600,600,0
2015,10,27,600,600,0
2015,10,28,600,600,1
2015,10,29,600,600,0
2015,10,30,600,600,0
2015,10,31,600,600,0
2015,11,01,600,600,0
2015,11,02,600,600,0
2015,11,03,600,600,0
2015,11,04,600,600,0
2015,11,05,600,600,1
2015,11,06,600,600,0
2015,11,07,600,600,0
2015,11,08,600,600,0
2015,11,09,600,600,0
2015,11,10,600,600,0
2015,11,11,600,600,0
2015,11,12,600,600,0
2015,11,13,600,600,0
2015,11,14,600,600,0
2015,11,15,600,600,0
2015,11,16,600,600,0
2015,11,17,600,600,0
2015,11,18,600,600,0
2015,11,19,600,600,0
2015,11,20,600,600,0
2015,11,21,600,600,0
2015,11,22,600,600,0
2015,11,23,600,600,0
2015,11,24,600,600,0
2015,11,25,600,600,0
2015,11,26,600,600,0
2015,11,27,600,600,0
2015,11,28,600,600,0
2015,11,29,600,600,0
2015,11,30,600,600,1
2015,12,01,600,600,0
2015,12,02,600,600,0
2015,12,03,600,600,0
2015,12,04,600,600,0
2015,12,05,600,600,0
2015,12,06,600,600,0
2015,12,07,600,600,0
2015,12,08,600,600,0
2015,12,09,600,600,0
2015,12,10,600,600,0
2015,12,11,600,600,0
2015,12,12,600,600,0
2015,12,13,600,600,0
2015,12,14,600,600,0
2015,12,15,600,600,0
2015,12,16,600,600,0
2015,12,17,600,600,0
2015,12,18,600,600,2
2015,12,19,600,600,0
2015,12,20,600,600,0
2015,12,21,600,600,0
2015,12,22,600,600,1
2015,12,23,600,600,1
2015,12,24,600,600,0
2015,12,25,600,600,0
2015,12,26,600,600,1
2015,12,27,600,600,0
2015,12,28,600,600,0
2015,12,29,600,600,1
2015,12,30,600,600,0
2015,12,31,600,600,1
2016,01,01,600,600,0
2016,01,02,600,600,0
2016,01,03,600,600,0
2016,01,04,600,600,6
2016,01,05,600,600,1
2016,01,06,600,600,0
2016,01,07,600,600,1
2016,01,08,600,600,0
